MSOA code,Total annual income,,,
E02002391," 43,000 ",,,
E02002392," 27,400 ",,,
E02002393," 28,600 ",,,
E02002394," 27,400 ",,,
E02002395," 42,900 ",,,
E02002396," 40,200 ",,,
E02002397," 38,100 ",,,
E02002398," 41,500 ",,,
E02002399," 32,800 ",,,
E02002400," 30,900 ",,,
E02002401," 29,400 ",,,
E02002402," 48,400 ",,,
E02002403," 38,800 ",,,
E02002404," 35,400 ",,,
E02002405," 41,200 ",,,
E02002406," 47,300 ",,,
E02002407," 29,900 ",,,
E02002408," 38,900 ",,,
E02002409," 37,100 ",,,
E02002410," 37,400 ",,,
E02002411," 35,200 ",,,
E02002412," 40,900 ",,,
E02002414," 28,000 ",,,
E02002415," 30,200 ",,,
E02002416," 37,200 ",,,
E02002417," 39,700 ",,,
E02002418," 41,800 ",,,
E02002419," 30,800 ",,,
E02002420," 39,800 ",,,
E02002421," 28,600 ",,,
E02002422," 44,800 ",,,
E02002423," 32,400 ",,,
E02002424," 40,600 ",,,
E02002425," 39,700 ",,,
E02002426," 44,900 ",,,
E02002427," 38,200 ",,,
E02002428," 38,700 ",,,
E02002429," 43,100 ",,,
E02002430," 29,600 ",,,
E02002431," 40,500 ",,,
E02002432," 39,000 ",,,
E02002433," 34,700 ",,,
E02002434," 44,400 ",,,
E02002435," 42,300 ",,,
E02002436," 37,500 ",,,
E02002437," 47,100 ",,,
E02006852," 49,100 ",,,
E02006861," 35,000 ",,,
E02006875," 50,600 ",,,
E02006876," 38,100 ",,,
E02002438," 30,600 ",,,
E02002439," 33,300 ",,,
E02002440," 35,600 ",,,
E02002441," 34,000 ",,,
E02002442," 42,200 ",,,
E02002443," 44,900 ",,,
E02002444," 43,300 ",,,
E02002445," 37,700 ",,,
E02002446," 40,900 ",,,
E02002447," 32,700 ",,,
E02002448," 33,000 ",,,
E02002449," 42,600 ",,,
E02002450," 39,600 ",,,
E02002451," 42,700 ",,,
E02002452," 34,200 ",,,
E02002453," 33,900 ",,,
E02002454," 33,500 ",,,
E02002455," 33,100 ",,,
E02002456," 40,600 ",,,
E02002457," 33,100 ",,,
E02002458," 40,900 ",,,
E02002459," 36,900 ",,,
E02002460," 43,200 ",,,
E02002461," 38,800 ",,,
E02002462," 38,100 ",,,
E02002463," 31,400 ",,,
E02002464," 33,700 ",,,
E02002465," 37,200 ",,,
E02002466," 39,300 ",,,
E02002467," 34,100 ",,,
E02002468," 41,300 ",,,
E02002469," 42,700 ",,,
E02002470," 56,600 ",,,
E02002471," 45,400 ",,,
E02002472," 41,600 ",,,
E02002473," 46,300 ",,,
E02002474," 37,200 ",,,
E02002475," 51,600 ",,,
E02002476," 29,800 ",,,
E02002477," 35,500 ",,,
E02002478," 36,000 ",,,
E02002479," 33,800 ",,,
E02002480," 32,800 ",,,
E02002481," 32,900 ",,,
E02002482," 33,000 ",,,
E02002796," 56,400 ",,,
E02002797," 50,900 ",,,
E02002798," 56,000 ",,,
E02002799," 33,700 ",,,
E02002800," 50,000 ",,,
E02002801," 36,400 ",,,
E02002802," 28,500 ",,,
E02002803," 33,800 ",,,
E02002804," 33,100 ",,,
E02002805," 41,900 ",,,
E02002806," 36,300 ",,,
E02002807," 35,600 ",,,
E02002808," 31,600 ",,,
E02002809," 37,700 ",,,
E02002810," 52,700 ",,,
E02002811," 28,100 ",,,
E02002812," 44,300 ",,,
E02002813," 26,000 ",,,
E02002814," 47,800 ",,,
E02002815," 29,600 ",,,
E02002816," 56,800 ",,,
E02002817," 46,300 ",,,
E02002818," 27,600 ",,,
E02002819," 37,400 ",,,
E02002820," 33,500 ",,,
E02002821," 28,800 ",,,
E02002822," 37,900 ",,,
E02002823," 33,200 ",,,
E02002824," 31,600 ",,,
E02002825," 43,700 ",,,
E02002826," 48,400 ",,,
E02002827," 40,800 ",,,
E02002828," 35,300 ",,,
E02002829," 26,500 ",,,
E02002830," 35,900 ",,,
E02002831," 29,100 ",,,
E02002832," 29,100 ",,,
E02002833," 28,900 ",,,
E02002834," 38,500 ",,,
E02002835," 43,300 ",,,
E02002836," 27,100 ",,,
E02002837," 26,100 ",,,
E02002838," 25,300 ",,,
E02002839," 34,900 ",,,
E02002842," 32,500 ",,,
E02002843," 29,800 ",,,
E02002844," 24,700 ",,,
E02002845," 28,700 ",,,
E02002846," 46,300 ",,,
E02002847," 31,400 ",,,
E02002848," 30,700 ",,,
E02002849," 34,700 ",,,
E02002851," 42,900 ",,,
E02002852," 24,300 ",,,
E02002853," 38,600 ",,,
E02002854," 28,900 ",,,
E02002855," 43,700 ",,,
E02002856," 48,500 ",,,
E02002857," 36,800 ",,,
E02002858," 62,700 ",,,
E02002860," 39,600 ",,,
E02002861," 26,000 ",,,
E02002862," 25,300 ",,,
E02006815," 28,000 ",,,
E02006817," 40,100 ",,,
E02006819," 27,500 ",,,
E02006850," 26,800 ",,,
E02006851," 34,500 ",,,
E02002868," 37,600 ",,,
E02002869," 24,400 ",,,
E02002871," 32,400 ",,,
E02002872," 28,200 ",,,
E02002873," 31,900 ",,,
E02002874," 39,300 ",,,
E02002875," 31,600 ",,,
E02002876," 34,700 ",,,
E02002877," 49,000 ",,,
E02002878," 25,000 ",,,
E02002879," 41,600 ",,,
E02002880," 29,100 ",,,
E02002881," 26,300 ",,,
E02002882," 45,300 ",,,
E02002883," 36,300 ",,,
E02002884," 34,600 ",,,
E02002885," 29,600 ",,,
E02002886," 33,600 ",,,
E02002887," 25,700 ",,,
E02002888," 25,600 ",,,
E02002889," 25,900 ",,,
E02002890," 25,100 ",,,
E02002891," 34,800 ",,,
E02002892," 31,900 ",,,
E02002893," 24,200 ",,,
E02002894," 56,400 ",,,
E02002895," 55,700 ",,,
E02002896," 31,600 ",,,
E02002897," 50,000 ",,,
E02002898," 31,300 ",,,
E02002899," 30,100 ",,,
E02002901," 45,400 ",,,
E02002902," 28,000 ",,,
E02002903," 30,500 ",,,
E02002904," 29,000 ",,,
E02006834," 25,100 ",,,
E02006904," 44,800 ",,,
E02006905," 32,900 ",,,
E02002863," 48,600 ",,,
E02002864," 46,000 ",,,
E02002865," 48,100 ",,,
E02002866," 51,300 ",,,
E02002867," 47,500 ",,,
E02004029," 31,900 ",,,
E02004030," 47,900 ",,,
E02004031," 28,300 ",,,
E02004032," 41,400 ",,,
E02004033," 35,700 ",,,
E02004034," 40,700 ",,,
E02004035," 50,300 ",,,
E02004036," 34,100 ",,,
E02004037," 50,000 ",,,
E02004038," 41,800 ",,,
E02004039," 46,400 ",,,
E02004040," 38,600 ",,,
E02004041," 41,500 ",,,
E02004043," 42,700 ",,,
E02004044," 58,400 ",,,
E02006827," 31,300 ",,,
E02004045," 42,100 ",,,
E02004046," 35,600 ",,,
E02004047," 31,700 ",,,
E02004048," 31,700 ",,,
E02004049," 35,900 ",,,
E02004050," 28,200 ",,,
E02004051," 30,200 ",,,
E02004052," 36,200 ",,,
E02004053," 34,500 ",,,
E02004054," 36,900 ",,,
E02004055," 33,100 ",,,
E02004056," 29,600 ",,,
E02004057," 32,100 ",,,
E02004058," 28,900 ",,,
E02004059," 36,900 ",,,
E02004060," 34,000 ",,,
E02004061," 34,100 ",,,
E02004062," 37,700 ",,,
E02004063," 41,800 ",,,
E02004064," 37,600 ",,,
E02004065," 55,800 ",,,
E02004066," 41,100 ",,,
E02004067," 27,800 ",,,
E02004068," 49,100 ",,,
E02004069," 50,700 ",,,
E02004070," 40,700 ",,,
E02004071," 44,600 ",,,
E02004072," 49,300 ",,,
E02004073," 41,400 ",,,
E02004074," 43,000 ",,,
E02004075," 48,000 ",,,
E02004076," 39,600 ",,,
E02004077," 49,700 ",,,
E02004078," 26,300 ",,,
E02004080," 32,700 ",,,
E02004081," 45,600 ",,,
E02004082," 47,500 ",,,
E02004083," 38,700 ",,,
E02004084," 29,100 ",,,
E02004085," 42,000 ",,,
E02004086," 47,600 ",,,
E02004087," 37,700 ",,,
E02004088," 49,100 ",,,
E02004089," 33,200 ",,,
E02004090," 41,100 ",,,
E02004091," 40,700 ",,,
E02004092," 37,700 ",,,
E02006828," 43,700 ",,,
E02004093," 43,900 ",,,
E02004094," 34,000 ",,,
E02004095," 42,100 ",,,
E02004096," 56,300 ",,,
E02004097," 51,600 ",,,
E02004098," 42,300 ",,,
E02004100," 49,200 ",,,
E02004102," 35,700 ",,,
E02004103," 33,400 ",,,
E02004104," 49,200 ",,,
E02006872," 44,500 ",,,
E02004105," 37,800 ",,,
E02004106," 44,400 ",,,
E02004108," 37,500 ",,,
E02004109," 50,300 ",,,
E02004110," 49,000 ",,,
E02004111," 37,200 ",,,
E02004112," 50,900 ",,,
E02004113," 30,000 ",,,
E02004114," 45,300 ",,,
E02004115," 37,000 ",,,
E02004116," 30,300 ",,,
E02004117," 35,600 ",,,
E02006804," 34,300 ",,,
E02004118," 51,800 ",,,
E02004119," 58,300 ",,,
E02004120," 46,100 ",,,
E02004121," 55,700 ",,,
E02004122," 53,300 ",,,
E02004123," 49,100 ",,,
E02004124," 37,900 ",,,
E02004125," 35,700 ",,,
E02004126," 35,300 ",,,
E02004128," 42,200 ",,,
E02006919," 42,400 ",,,
E02006920," 42,000 ",,,
E02005334," 46,900 ",,,
E02005335," 48,600 ",,,
E02005336," 44,600 ",,,
E02005337," 36,800 ",,,
E02005338," 41,200 ",,,
E02005339," 48,200 ",,,
E02005340," 40,100 ",,,
E02005341," 44,900 ",,,
E02005342," 44,100 ",,,
E02005343," 44,000 ",,,
E02005344," 45,800 ",,,
E02006820," 45,800 ",,,
E02005345," 48,000 ",,,
E02005346," 35,000 ",,,
E02005347," 33,200 ",,,
E02005348," 42,900 ",,,
E02005349," 43,200 ",,,
E02005350," 40,100 ",,,
E02005351," 35,200 ",,,
E02005352," 56,700 ",,,
E02005353," 42,900 ",,,
E02005354," 61,100 ",,,
E02005355," 52,400 ",,,
E02005356," 52,200 ",,,
E02005357," 42,700 ",,,
E02005358," 47,200 ",,,
E02005359," 44,700 ",,,
E02005360," 60,600 ",,,
E02005361," 41,800 ",,,
E02005362," 38,500 ",,,
E02005363," 48,900 ",,,
E02005364," 41,700 ",,,
E02005365," 35,600 ",,,
E02005366," 39,700 ",,,
E02005368," 51,900 ",,,
E02005369," 52,900 ",,,
E02005370," 49,800 ",,,
E02005371," 49,800 ",,,
E02005372," 52,900 ",,,
E02005373," 52,700 ",,,
E02005374," 34,900 ",,,
E02005375," 51,100 ",,,
E02005376," 46,300 ",,,
E02006816," 51,300 ",,,
E02005377," 45,700 ",,,
E02005378," 48,000 ",,,
E02005379," 45,300 ",,,
E02005380," 46,500 ",,,
E02005381," 45,700 ",,,
E02005382," 37,100 ",,,
E02005383," 38,300 ",,,
E02005384," 46,400 ",,,
E02005385," 49,000 ",,,
E02005386," 37,000 ",,,
E02005387," 41,600 ",,,
E02005388," 37,200 ",,,
E02005389," 40,600 ",,,
E02005390," 51,800 ",,,
E02005391," 49,100 ",,,
E02005392," 47,800 ",,,
E02005393," 46,800 ",,,
E02005394," 38,700 ",,,
E02005395," 39,100 ",,,
E02005396," 50,600 ",,,
E02005397," 46,400 ",,,
E02005398," 48,000 ",,,
E02005399," 51,600 ",,,
E02005400," 39,900 ",,,
E02005401," 57,100 ",,,
E02005402," 49,400 ",,,
E02005403," 40,300 ",,,
E02005404," 42,500 ",,,
E02005405," 36,000 ",,,
E02005406," 34,200 ",,,
E02005407," 45,000 ",,,
E02005408," 43,600 ",,,
E02005409," 38,300 ",,,
E02005412," 43,300 ",,,
E02005414," 34,300 ",,,
E02005415," 34,800 ",,,
E02005416," 45,500 ",,,
E02006818," 46,100 ",,,
E02006911," 52,900 ",,,
E02005417," 31,600 ",,,
E02005418," 26,200 ",,,
E02005419," 33,800 ",,,
E02005420," 27,300 ",,,
E02005422," 37,200 ",,,
E02005423," 32,600 ",,,
E02006864," 41,300 ",,,
E02006865," 36,500 ",,,
E02005424," 41,100 ",,,
E02005425," 38,300 ",,,
E02005426," 34,200 ",,,
E02005427," 37,500 ",,,
E02005428," 25,100 ",,,
E02005429," 26,500 ",,,
E02005430," 41,500 ",,,
E02005431," 33,600 ",,,
E02005432," 41,100 ",,,
E02005433," 25,100 ",,,
E02005434," 35,200 ",,,
E02005435," 25,700 ",,,
E02005436," 33,400 ",,,
E02005437," 25,400 ",,,
E02005438," 24,800 ",,,
E02005439," 37,300 ",,,
E02005440," 30,600 ",,,
E02005441," 38,000 ",,,
E02005442," 26,300 ",,,
E02005443," 36,900 ",,,
E02005444," 45,900 ",,,
E02005445," 34,900 ",,,
E02005446," 32,000 ",,,
E02005447," 29,000 ",,,
E02005448," 33,500 ",,,
E02005449," 35,500 ",,,
E02005450," 43,200 ",,,
E02005451," 28,800 ",,,
E02005452," 38,500 ",,,
E02005453," 49,200 ",,,
E02005455," 49,300 ",,,
E02005456," 39,800 ",,,
E02005457," 40,100 ",,,
E02005458," 49,300 ",,,
E02005459," 36,000 ",,,
E02005460," 47,700 ",,,
E02005461," 44,600 ",,,
E02005462," 34,600 ",,,
E02005463," 50,500 ",,,
E02005464," 41,800 ",,,
E02006866," 42,000 ",,,
E02006867," 38,700 ",,,
E02005465," 37,000 ",,,
E02005466," 35,600 ",,,
E02005467," 32,200 ",,,
E02005468," 39,800 ",,,
E02005469," 38,600 ",,,
E02005470," 38,500 ",,,
E02005471," 34,300 ",,,
E02005472," 31,100 ",,,
E02005473," 36,900 ",,,
E02005474," 36,300 ",,,
E02005475," 42,600 ",,,
E02005476," 47,200 ",,,
E02005477," 46,500 ",,,
E02005478," 35,500 ",,,
E02005479," 41,800 ",,,
E02005480," 29,600 ",,,
E02005481," 37,300 ",,,
E02005482," 47,000 ",,,
E02005483," 45,100 ",,,
E02005484," 44,400 ",,,
E02005485," 44,400 ",,,
E02005486," 41,300 ",,,
E02005487," 54,000 ",,,
E02005488," 45,500 ",,,
E02005489," 47,300 ",,,
E02005490," 41,800 ",,,
E02005491," 48,700 ",,,
E02005492," 42,600 ",,,
E02005493," 43,400 ",,,
E02005494," 38,100 ",,,
E02005495," 30,700 ",,,
E02005496," 44,200 ",,,
E02005497," 29,200 ",,,
E02005498," 44,600 ",,,
E02005499," 48,200 ",,,
E02005500," 47,300 ",,,
E02005501," 50,600 ",,,
E02005502," 41,400 ",,,
E02005612," 39,100 ",,,
E02005613," 31,100 ",,,
E02005614," 39,300 ",,,
E02005615," 30,900 ",,,
E02005616," 29,700 ",,,
E02005617," 27,700 ",,,
E02006862," 42,100 ",,,
E02006863," 47,000 ",,,
E02005619," 55,100 ",,,
E02005620," 53,900 ",,,
E02005621," 48,800 ",,,
E02005622," 58,000 ",,,
E02005623," 49,800 ",,,
E02005624," 50,400 ",,,
E02005625," 36,500 ",,,
E02005626," 35,700 ",,,
E02005627," 44,900 ",,,
E02005628," 48,000 ",,,
E02005629," 52,400 ",,,
E02005630," 50,500 ",,,
E02005631," 47,000 ",,,
E02005632," 48,500 ",,,
E02005633," 40,800 ",,,
E02005634," 38,900 ",,,
E02005635," 44,900 ",,,
E02005636," 39,600 ",,,
E02005637," 33,600 ",,,
E02005638," 46,500 ",,,
E02005639," 48,800 ",,,
E02005640," 43,000 ",,,
E02005641," 40,500 ",,,
E02005642," 45,100 ",,,
E02005643," 28,900 ",,,
E02005644," 33,200 ",,,
E02005645," 38,100 ",,,
E02005646," 41,700 ",,,
E02005647," 36,100 ",,,
E02005648," 51,400 ",,,
E02005649," 46,100 ",,,
E02005650," 36,100 ",,,
E02005651," 41,000 ",,,
E02005652," 37,300 ",,,
E02005653," 36,400 ",,,
E02005654," 38,800 ",,,
E02005655," 40,700 ",,,
E02005656," 30,800 ",,,
E02005657," 39,600 ",,,
E02005658," 31,400 ",,,
E02005659," 38,100 ",,,
E02005660," 34,300 ",,,
E02005661," 35,100 ",,,
E02005662," 42,400 ",,,
E02005663," 49,100 ",,,
E02005664," 37,100 ",,,
E02005665," 43,200 ",,,
E02005666," 28,500 ",,,
E02005667," 35,000 ",,,
E02005668," 41,700 ",,,
E02005669," 58,100 ",,,
E02005670," 30,700 ",,,
E02005671," 46,100 ",,,
E02005672," 40,400 ",,,
E02005673," 37,700 ",,,
E02005674," 38,300 ",,,
E02005675," 36,600 ",,,
E02005676," 38,500 ",,,
E02005677," 48,700 ",,,
E02005678," 56,200 ",,,
E02005679," 52,800 ",,,
E02005680," 63,300 ",,,
E02005681," 49,500 ",,,
E02005682," 53,600 ",,,
E02005683," 51,400 ",,,
E02005684," 55,800 ",,,
E02005685," 47,900 ",,,
E02005686," 52,400 ",,,
E02005687," 56,300 ",,,
E02005688," 53,400 ",,,
E02005689," 51,100 ",,,
E02005690," 42,000 ",,,
E02005691," 50,100 ",,,
E02005692," 40,600 ",,,
E02005693," 40,100 ",,,
E02005694," 48,100 ",,,
E02005695," 33,600 ",,,
E02005696," 29,600 ",,,
E02005697," 30,500 ",,,
E02005698," 36,000 ",,,
E02005699," 37,800 ",,,
E02005700," 47,000 ",,,
E02005701," 42,700 ",,,
E02005819," 35,100 ",,,
E02005820," 37,200 ",,,
E02005821," 31,800 ",,,
E02005822," 33,200 ",,,
E02005823," 24,000 ",,,
E02005824," 39,100 ",,,
E02005825," 36,000 ",,,
E02005826," 29,900 ",,,
E02005827," 40,300 ",,,
E02005828," 36,300 ",,,
E02005829," 36,500 ",,,
E02005830," 39,000 ",,,
E02005831," 42,900 ",,,
E02005832," 35,500 ",,,
E02005833," 40,000 ",,,
E02005834," 30,700 ",,,
E02005835," 35,600 ",,,
E02005836," 44,700 ",,,
E02005837," 47,200 ",,,
E02005838," 36,300 ",,,
E02005839," 33,700 ",,,
E02005840," 43,000 ",,,
E02005842," 37,600 ",,,
E02005843," 38,500 ",,,
E02005844," 36,000 ",,,
E02005846," 25,500 ",,,
E02005847," 40,900 ",,,
E02005848," 40,200 ",,,
E02005849," 44,100 ",,,
E02006903," 34,100 ",,,
E02005850," 37,700 ",,,
E02005851," 31,200 ",,,
E02005852," 39,600 ",,,
E02005853," 43,600 ",,,
E02005856," 56,900 ",,,
E02005857," 37,600 ",,,
E02005858," 51,500 ",,,
E02005859," 40,500 ",,,
E02005860," 44,500 ",,,
E02005861," 45,900 ",,,
E02005862," 41,400 ",,,
E02005863," 49,600 ",,,
E02005864," 55,000 ",,,
E02006906," 47,100 ",,,
E02005865," 53,400 ",,,
E02005866," 46,200 ",,,
E02005868," 42,400 ",,,
E02005869," 35,500 ",,,
E02005870," 37,300 ",,,
E02005871," 46,900 ",,,
E02005872," 51,100 ",,,
E02005873," 53,900 ",,,
E02005874," 48,400 ",,,
E02005875," 41,400 ",,,
E02005876," 41,500 ",,,
E02005877," 38,600 ",,,
E02005878," 35,700 ",,,
E02005879," 40,400 ",,,
E02006835," 45,100 ",,,
E02005880," 33,700 ",,,
E02005881," 32,200 ",,,
E02005882," 39,600 ",,,
E02005883," 33,000 ",,,
E02005884," 38,100 ",,,
E02005885," 31,600 ",,,
E02005886," 38,300 ",,,
E02005887," 30,100 ",,,
E02005888," 28,800 ",,,
E02005889," 33,800 ",,,
E02005890," 42,400 ",,,
E02005891," 28,800 ",,,
E02005892," 52,600 ",,,
E02005893," 31,800 ",,,
E02005894," 40,300 ",,,
E02005895," 47,800 ",,,
E02005896," 49,200 ",,,
E02005897," 47,500 ",,,
E02005898," 37,400 ",,,
E02005899," 35,600 ",,,
E02005900," 52,300 ",,,
E02005901," 45,000 ",,,
E02005902," 34,800 ",,,
E02005903," 37,100 ",,,
E02005904," 52,900 ",,,
E02005905," 54,800 ",,,
E02005906," 53,700 ",,,
E02005907," 50,600 ",,,
E02005908," 52,700 ",,,
E02005909," 68,100 ",,,
E02005910," 55,700 ",,,
E02005911," 62,800 ",,,
E02005912," 57,000 ",,,
E02005913," 56,400 ",,,
E02005914," 43,800 ",,,
E02005915," 53,600 ",,,
E02005916," 49,300 ",,,
E02005917," 61,000 ",,,
E02005918," 49,400 ",,,
E02005919," 49,400 ",,,
E02005920," 56,800 ",,,
E02002905," 41,600 ",,,
E02002906," 33,900 ",,,
E02002907," 33,100 ",,,
E02002908," 41,800 ",,,
E02002909," 38,700 ",,,
E02002910," 37,000 ",,,
E02002911," 41,600 ",,,
E02002912," 44,500 ",,,
E02002913," 46,100 ",,,
E02002914," 36,800 ",,,
E02002915," 41,000 ",,,
E02002916," 35,500 ",,,
E02002917," 41,300 ",,,
E02002918," 42,700 ",,,
E02002919," 34,500 ",,,
E02002920," 39,800 ",,,
E02002921," 31,100 ",,,
E02002922," 43,400 ",,,
E02002923," 39,200 ",,,
E02002924," 43,800 ",,,
E02002925," 41,900 ",,,
E02002926," 38,400 ",,,
E02002927," 44,300 ",,,
E02006015," 35,800 ",,,
E02006016," 43,400 ",,,
E02006023," 38,400 ",,,
E02006017," 40,300 ",,,
E02006018," 37,200 ",,,
E02006024," 35,900 ",,,
E02006025," 38,100 ",,,
E02006019," 36,300 ",,,
E02006020," 41,600 ",,,
E02006021," 46,100 ",,,
E02006026," 44,600 ",,,
E02006027," 42,000 ",,,
E02006022," 44,100 ",,,
E02006028," 41,200 ",,,
E02006029," 35,200 ",,,
E02006030," 39,000 ",,,
E02006031," 39,500 ",,,
E02006032," 36,500 ",,,
E02006033," 41,800 ",,,
E02006034," 46,100 ",,,
E02006035," 42,200 ",,,
E02006036," 40,600 ",,,
E02006037," 44,400 ",,,
E02006038," 44,800 ",,,
E02006008," 41,700 ",,,
E02006039," 41,700 ",,,
E02006009," 41,400 ",,,
E02006040," 44,200 ",,,
E02006010," 40,800 ",,,
E02006041," 39,300 ",,,
E02006011," 39,800 ",,,
E02006042," 42,500 ",,,
E02006012," 39,200 ",,,
E02006013," 43,000 ",,,
E02006014," 38,500 ",,,
E02006043," 40,900 ",,,
E02006044," 41,000 ",,,
E02006045," 35,600 ",,,
E02006046," 40,600 ",,,
E02002951," 36,400 ",,,
E02002952," 34,700 ",,,
E02002953," 31,800 ",,,
E02002954," 32,100 ",,,
E02002955," 31,200 ",,,
E02002956," 34,700 ",,,
E02002957," 40,800 ",,,
E02002958," 34,800 ",,,
E02002959," 30,100 ",,,
E02002960," 38,600 ",,,
E02002961," 31,300 ",,,
E02002962," 28,400 ",,,
E02002963," 30,700 ",,,
E02002964," 32,300 ",,,
E02002965," 30,500 ",,,
E02002966," 29,100 ",,,
E02002967," 27,400 ",,,
E02002968," 40,400 ",,,
E02002969," 33,700 ",,,
E02002970," 31,100 ",,,
E02002971," 34,900 ",,,
E02002972," 29,400 ",,,
E02002973," 36,100 ",,,
E02002974," 36,100 ",,,
E02002975," 40,000 ",,,
E02002976," 37,700 ",,,
E02002977," 28,900 ",,,
E02002978," 30,100 ",,,
E02002979," 31,600 ",,,
E02002980," 41,300 ",,,
E02002981," 36,500 ",,,
E02002982," 31,600 ",,,
E02002983," 44,400 ",,,
E02002984," 47,900 ",,,
E02002928," 44,200 ",,,
E02002929," 43,800 ",,,
E02002930," 39,100 ",,,
E02002931," 48,300 ",,,
E02002932," 36,200 ",,,
E02002933," 42,300 ",,,
E02002934," 44,400 ",,,
E02002935," 37,000 ",,,
E02002936," 38,800 ",,,
E02002937," 45,600 ",,,
E02002938," 36,800 ",,,
E02002939," 39,800 ",,,
E02002940," 37,600 ",,,
E02002941," 37,100 ",,,
E02002942," 57,700 ",,,
E02002943," 47,000 ",,,
E02002944," 33,700 ",,,
E02002945," 39,100 ",,,
E02002946," 39,700 ",,,
E02002947," 38,200 ",,,
E02002948," 35,100 ",,,
E02002949," 34,900 ",,,
E02002950," 33,900 ",,,
E02006118," 43,100 ",,,
E02006119," 33,600 ",,,
E02006120," 36,400 ",,,
E02006121," 36,200 ",,,
E02006122," 38,300 ",,,
E02006123," 41,800 ",,,
E02006124," 32,300 ",,,
E02006125," 34,100 ",,,
E02006126," 39,200 ",,,
E02006127," 49,900 ",,,
E02006128," 38,200 ",,,
E02006129," 31,700 ",,,
E02006130," 38,100 ",,,
E02006131," 44,000 ",,,
E02006132," 38,500 ",,,
E02006133," 41,800 ",,,
E02006134," 46,400 ",,,
E02006135," 45,200 ",,,
E02006136," 46,700 ",,,
E02006137," 37,900 ",,,
E02006138," 36,600 ",,,
E02006139," 34,200 ",,,
E02006140," 41,200 ",,,
E02006141," 36,200 ",,,
E02006142," 49,700 ",,,
E02006143," 44,300 ",,,
E02006144," 33,500 ",,,
E02006145," 47,400 ",,,
E02006146," 43,900 ",,,
E02006147," 49,400 ",,,
E02006148," 53,300 ",,,
E02006149," 39,600 ",,,
E02006150," 50,800 ",,,
E02006151," 37,400 ",,,
E02006152," 48,900 ",,,
E02006153," 50,100 ",,,
E02006154," 40,300 ",,,
E02006155," 35,800 ",,,
E02006156," 50,100 ",,,
E02006157," 39,400 ",,,
E02006158," 43,300 ",,,
E02006159," 33,900 ",,,
E02006160," 34,100 ",,,
E02006161," 44,300 ",,,
E02006162," 39,900 ",,,
E02006163," 36,000 ",,,
E02006164," 31,200 ",,,
E02006165," 37,900 ",,,
E02006166," 43,100 ",,,
E02006167," 32,400 ",,,
E02006168," 32,900 ",,,
E02006169," 32,900 ",,,
E02006170," 43,000 ",,,
E02006171," 40,800 ",,,
E02006172," 50,200 ",,,
E02006173," 51,000 ",,,
E02006174," 43,100 ",,,
E02006175," 42,000 ",,,
E02006176," 45,000 ",,,
E02006177," 40,000 ",,,
E02006178," 37,200 ",,,
E02006179," 42,500 ",,,
E02006180," 37,500 ",,,
E02006181," 36,100 ",,,
E02006182," 47,600 ",,,
E02006183," 50,000 ",,,
E02006184," 43,000 ",,,
E02006185," 37,100 ",,,
E02006186," 45,100 ",,,
E02006187," 44,400 ",,,
E02006188," 45,600 ",,,
E02006189," 47,300 ",,,
E02006190," 40,600 ",,,
E02006191," 51,600 ",,,
E02006192," 48,800 ",,,
E02006193," 47,000 ",,,
E02006194," 39,600 ",,,
E02006195," 48,200 ",,,
E02006196," 36,700 ",,,
E02006197," 37,700 ",,,
E02006198," 48,700 ",,,
E02006199," 51,100 ",,,
E02006200," 33,800 ",,,
E02006201," 51,600 ",,,
E02006202," 45,100 ",,,
E02006203," 40,400 ",,,
E02006204," 35,000 ",,,
E02006205," 47,100 ",,,
E02006206," 35,100 ",,,
E02006207," 39,000 ",,,
E02006208," 34,800 ",,,
E02006209," 43,100 ",,,
E02006210," 41,900 ",,,
E02006211," 44,700 ",,,
E02006212," 41,300 ",,,
E02006213," 39,400 ",,,
E02006214," 36,000 ",,,
E02006215," 42,500 ",,,
E02006216," 43,500 ",,,
E02006217," 39,100 ",,,
E02006218," 32,500 ",,,
E02006219," 42,200 ",,,
E02006220," 39,400 ",,,
E02006221," 47,000 ",,,
E02006222," 36,400 ",,,
E02006223," 33,000 ",,,
E02006224," 46,600 ",,,
E02006225," 43,700 ",,,
E02006226," 46,300 ",,,
E02006468," 42,500 ",,,
E02006469," 38,300 ",,,
E02006470," 37,900 ",,,
E02006471," 45,000 ",,,
E02006472," 40,500 ",,,
E02006473," 45,300 ",,,
E02006474," 45,000 ",,,
E02006475," 43,600 ",,,
E02006476," 34,800 ",,,
E02006477," 51,100 ",,,
E02006478," 44,400 ",,,
E02006479," 33,400 ",,,
E02006480," 35,600 ",,,
E02006481," 35,200 ",,,
E02006482," 41,900 ",,,
E02006483," 31,500 ",,,
E02006484," 37,900 ",,,
E02006485," 51,100 ",,,
E02006486," 37,800 ",,,
E02006487," 33,100 ",,,
E02006488," 40,200 ",,,
E02006489," 39,500 ",,,
E02006490," 38,800 ",,,
E02006806," 37,500 ",,,
E02006492," 50,300 ",,,
E02006493," 48,500 ",,,
E02006494," 34,600 ",,,
E02006495," 47,900 ",,,
E02006496," 42,100 ",,,
E02006497," 39,200 ",,,
E02006498," 49,000 ",,,
E02006499," 48,600 ",,,
E02006500," 42,200 ",,,
E02006501," 43,200 ",,,
E02006502," 42,400 ",,,
E02006503," 49,900 ",,,
