geography code,level_4_qualifications_and_above
E02004572,1102
E02004573,721
E02004574,582
E02004575,2398
E02004576,1407
E02004577,1050
E02004578,1223
E02004579,1049
E02004580,1794
E02004581,1384
E02004582,579
E02004583,1316
E02004584,715
E02004585,673
E02004586,958
E02004587,531
E02004588,584
E02004589,741
E02004590,635
E02004591,2282
E02004592,2935
E02004593,2512
E02004594,2030
E02004595,3101
E02004596,1537
E02004597,1552
E02004598,2594
E02004599,1708
E02004843,1203
E02004844,924
E02004845,1253
E02004846,1489
E02004847,1340
E02004848,1062
E02004849,1377
E02004850,905
E02004851,741
E02004852,1124
E02004853,797
E02004854,1170
E02004855,1009
E02004856,1515
E02004857,1763
E02004858,1227
E02004859,1846
E02004860,1251
E02004861,1868
E02004862,1014
E02004863,999
E02004864,2727
E02004865,1049
E02004866,1076
E02004867,2148
E02004868,934
E02004869,2079
E02004870,1926
E02004871,970
E02004872,1541
E02004873,3284
E02004874,1173
E02004875,1488
E02004876,2510
E02004877,1484
E02004878,1450
E02004879,2046
E02004880,2735
E02004881,1835
E02004882,2163
E02004883,1311
E02004884,2423
E02004885,2271
E02004886,1366
E02004887,2072
E02004888,2081
E02004889,2428
E02004890,2218
E02004891,2631
E02004892,1284
E02004893,1495
E02004894,2962
E02004895,2096
E02004896,2202
E02004897,1533
E02004898,1489
E02004899,1427
E02004900,3047
E02004901,1186
E02004902,1649
E02004903,1548
E02004904,1031
E02004905,2086
E02004906,2174
E02004907,2437
E02004908,2779
E02004909,1123
E02004910,2891
E02004911,1049
E02004912,2550
E02004913,4410
E02004914,1786
E02004915,1081
E02004916,2386
E02004917,1455
E02004918,2852
E02004919,2004
E02004920,3169
E02004921,2632
E02004922,2599
E02004923,3255
E02004924,2877
E02004925,2703
E02004926,3630
E02004927,2196
E02004928,2723
E02004929,2061
E02004930,2292
E02004931,2115
E02004932,2449
E02004933,3184
E02004934,3388
E02004935,3894
E02004936,2285
E02004937,3015
E02004938,1792
E02004939,2064
E02004940,2391
E02004941,2385
E02004942,1663
E02004943,2144
E02004944,1072
E02004945,2930
E02004946,1050
E02004947,1406
E02004948,1127
E02004949,1348
E02004950,1013
E02004951,941
E02004952,1045
E02004953,760
E02004954,1081
E02004955,989
E02004956,2303
E02004957,1911
E02004958,1903
E02004959,2219
E02004960,2216
E02004961,2629
E02004962,2812
E02004963,1299
E02004964,1110
E02004965,1299
E02004966,3101
E02004967,873
E02004968,1251
E02004969,1425
E02004970,1319
E02004971,1366
E02004972,1688
E02004973,1927
E02004974,2864
E02004975,2889
E02004976,2473
E02004977,2078
E02004978,1756
E02004979,2046
E02004980,2110
E02004981,2075
E02004982,1727
E02004983,1231
E02004984,1550
E02004985,2356
E02004986,1186
E02004987,1417
E02004988,1571
E02004989,2799
E02004990,1948
E02004991,1532
E02004992,1462
E02004993,1035
E02004994,1742
E02004995,1382
E02005503,1457
E02005504,1731
E02005505,1149
E02005506,1094
E02005507,1414
E02005508,1411
E02005509,978
E02005510,1059
E02005511,843
E02005512,1492
E02005513,1299
E02005514,1058
E02005515,1285
E02005516,1345
E02005517,430
E02005518,1331
E02005519,670
E02005520,1594
E02005521,1857
E02005522,1096
E02005523,1251
E02005524,791
E02005525,2072
E02005526,1075
E02005527,1879
E02005528,1554
E02005529,741
E02005530,740
E02005531,841
E02005532,972
E02005533,1807
E02005534,1270
E02005535,1888
E02005536,1429
E02005537,1169
E02005538,1334
E02005539,1230
E02005540,1036
E02005541,536
E02005542,522
E02005543,585
E02005544,549
E02005545,868
E02005546,689
E02005547,1545
E02005548,741
E02005549,766
E02005550,935
E02005551,968
E02005552,1688
E02005553,1520
E02005554,1304
E02005555,1709
E02005556,990
E02005557,375
E02005558,902
E02005559,913
E02005560,1330
E02005561,1240
E02005562,1336
E02005563,966
E02005564,1893
E02005565,1073
E02005566,1319
E02005567,1605
E02005568,1247
E02005569,1077
E02005570,1674
E02005571,1441
E02005572,1347
E02005573,1312
E02005574,1472
E02005575,1584
E02005576,1175
E02005577,1218
E02005578,1008
E02005579,1795
E02005580,1082
E02005581,1479
E02005582,1015
E02005583,1724
E02005584,1501
E02005585,1378
E02005586,2413
E02005587,1015
E02005588,1925
E02005589,1876
E02005590,2595
E02005592,4111
E02005593,1753
E02005594,3864
E02005595,3292
E02005596,1512
E02006907,1943
E02006908,1544
E02005597,2316
E02005598,2535
E02005599,1431
E02005600,1416
E02005601,1179
E02005602,2765
E02005603,1957
E02005604,1971
E02005605,2602
E02005606,1235
E02005607,2223
E02005608,1502
E02005609,1233
E02005610,1565
E02005611,1571
E02006227,1513
E02006228,1121
E02006229,1122
E02006230,2157
E02006231,1822
E02006232,1192
E02006233,1781
E02006234,1132
E02006235,2234
E02006236,2508
E02006237,1957
E02006238,1017
E02006239,756
E02006240,1368
E02006241,1121
E02006242,1618
E02006243,1617
E02006826,1828
E02006245,772
E02006246,1281
E02006247,988
E02006248,1509
E02006249,2684
E02006250,1686
E02006251,2214
E02006252,1879
E02006253,1635
E02006254,1198
E02006255,1662
E02006256,1318
E02006257,563
E02006258,1238
E02006259,772
E02006260,753
E02006261,1814
E02006262,2064
E02006263,1602
E02006264,2002
E02006265,1381
E02006266,2217
E02006267,2255
E02006268,759
E02006269,1480
E02006270,2223
E02006271,1660
E02006272,1407
E02006273,1269
E02006274,1513
E02006275,656
E02006276,1615
E02006277,2095
E02006278,2452
E02006279,1775
E02006280,2352
E02006281,2185
E02006282,1544
E02006283,1465
E02006284,991
E02006285,1059
E02006286,1307
E02006287,1719
E02006288,2556
E02006289,1772
E02006290,1558
E02006291,1960
E02006292,2050
E02006293,2486
E02006294,2466
E02006295,1997
E02006296,3565
E02006297,2106
E02006298,1459
E02006299,2020
E02006300,769
E02006301,1195
E02006302,1394
E02006303,673
E02006304,853
E02006305,850
E02006306,853
E02006307,1265
E02006308,915
E02006309,668
E02006310,1101
E02006311,1392
E02006312,1579
E02006313,1411
E02006314,1443
E02006315,1407
E02006316,1248
E02000166,3552
E02000167,4470
E02000168,3932
E02000169,3627
E02000170,4320
E02000171,3800
E02000172,3013
E02000173,4297
E02000174,3807
E02000175,4809
E02000176,3792
E02000177,3074
E02000178,3744
E02000179,2726
E02000180,3247
E02000181,4494
E02000182,2917
E02000183,3848
E02000184,2828
E02000185,2745
E02000186,3026
E02000187,1604
E02000188,1815
E02000189,1846
E02000190,2690
E02000191,3077
E02000192,2686
E02000193,3667
E02000001,4618
E02000345,1321
E02000346,1260
E02000347,1791
E02000348,1295
E02000350,3544
E02000351,4275
E02000352,2517
E02000353,3653
E02000354,2994
E02000355,3175
E02000356,3473
E02000357,1072
E02000358,4436
E02000359,2140
E02000360,3284
E02000361,2938
E02000362,1785
E02000363,2249
E02000364,3915
E02000365,5834
E02000366,2593
E02000367,4175
E02000368,2743
E02000369,3905
E02000370,2754
E02000371,5363
E02006918,1866
E02006921,1241
E02000372,2329
E02000373,1079
E02000374,2234
E02000375,2596
E02000376,2844
E02000377,2981
E02000378,3225
E02000379,3171
E02000380,2612
E02000381,3710
E02000382,2760
E02000383,4545
E02000384,2582
E02000385,3551
E02000386,2732
E02000387,2507
E02000388,3746
E02000389,3846
E02000390,2733
E02000391,3519
E02000392,4458
E02000393,3150
E02000394,3097
E02000395,3151
E02000396,2607
E02000397,2380
E02000398,987
E02000400,2458
E02000401,977
E02000402,1041
E02000403,2232
E02000404,1630
E02000405,3053
E02000406,1799
E02000407,1350
E02000408,1166
E02000409,1259
E02000410,3255
E02000411,1495
E02000412,2009
E02000413,3287
E02000414,1747
E02000415,2020
E02000416,2934
E02000417,3507
E02000418,2749
E02000419,3045
E02000420,1750
E02000421,1639
E02000422,1860
E02000423,2356
E02000424,3300
E02000425,1024
E02000426,3326
E02000427,2882
E02000428,1693
E02000429,3889
E02000430,4133
E02000431,4029
E02000432,3327
E02006794,1139
E02000554,2957
E02000555,3532
E02000556,4064
E02000557,3086
E02000558,2049
E02000559,4533
E02000560,3138
E02000561,3834
E02000562,3350
E02000563,2712
E02000564,4937
E02000565,2991
E02000566,4200
E02000567,4531
E02000568,2579
E02000569,3971
E02000570,4679
E02000571,2939
E02000572,2184
E02000573,4773
E02000574,3793
E02000575,5330
E02000576,3114
E02000577,1583
E02000578,1223
E02000579,3258
E02000580,3431
E02000581,1788
E02000582,4037
E02000583,3730
E02000584,4309
E02000585,4076
E02000586,3990
E02000587,3919
E02000588,4240
E02000589,4311
E02000590,3011
E02000591,3046
E02000592,3775
E02000593,3824
E02000594,3545
E02000595,3524
E02000596,3804
E02000597,2307
E02000619,2688
E02000620,3926
E02000621,4681
E02000622,3604
E02000623,2289
E02000624,2799
E02000625,2327
E02000626,1885
E02000627,3984
E02000628,2354
E02000629,4671
E02000630,3904
E02000631,3729
E02000632,5659
E02000633,3295
E02000634,2993
E02000635,4024
E02000636,4386
E02000637,4288
E02000638,3467
E02000639,2128
E02000640,4426
E02000641,2061
E02000642,3700
E02000643,3240
E02000644,3164
E02000645,3464
E02000646,3700
E02000647,2792
E02000648,1639
E02000649,4074
E02000650,2322
E02000651,2862
E02000652,1673
E02006801,3560
E02000653,2570
E02000654,1707
E02000655,2348
E02000657,3280
E02000658,3075
E02000659,3002
E02000660,3602
E02000661,3090
E02000662,2695
E02000663,2844
E02000664,3255
E02000665,3044
E02000666,2431
E02000667,2384
E02000668,2380
E02000669,2724
E02000670,1586
E02000671,3034
E02000672,2236
E02000673,3215
E02000674,2139
E02000675,2206
E02000676,2716
E02000677,1951
E02000678,1058
E02000679,2429
E02000680,2223
E02000681,1556
E02000682,1341
E02000683,1181
E02000685,2193
E02000686,1041
E02000687,2363
E02006783,997
E02006784,1215
E02006798,2016
E02000714,1989
E02000715,1304
E02000716,1697
E02000717,1788
E02000718,1157
E02000719,2127
E02000720,1944
E02000721,2070
E02000722,2469
E02000723,2662
E02000724,2040
E02000725,3048
E02000726,3048
E02000727,2065
E02000728,2024
E02000729,1662
E02000730,2224
E02000731,2728
E02000732,1490
E02000733,2126
E02000734,1682
E02000735,1683
E02000736,1548
E02000737,1838
E02000738,1880
E02000739,1473
E02000740,1424
E02000741,1613
E02000742,1414
E02000743,1316
E02000744,1404
E02000745,1610
E02000746,1645
E02000747,3293
E02000748,1361
E02000749,1329
E02000750,3596
E02000807,4158
E02000808,4369
E02000809,7243
E02000810,3070
E02000812,4013
E02000813,2622
E02000814,4369
E02000815,2719
E02000816,2269
E02000817,1341
E02000818,2195
E02000819,2017
E02000820,2940
E02000821,1710
E02000822,1782
E02000823,2293
E02000824,1927
E02000825,2188
E02000826,2526
E02000827,2784
E02000828,1968
E02000829,2930
E02000830,3860
E02000831,3720
E02000832,2640
E02000833,2495
E02000834,4557
E02000835,2478
E02000836,3863
E02000837,4519
E02000838,3706
E02000839,3196
E02006802,2705
E02000864,2014
E02000865,2016
E02000866,3668
E02000867,3997
E02000868,2459
E02000869,2043
E02000870,1967
E02000871,1830
E02000872,2746
E02000873,2248
E02000874,1692
E02000875,2152
E02000876,2344
E02000877,2222
E02000878,3937
E02000879,1894
E02000880,1571
E02000881,1221
E02000882,1808
E02000883,1291
E02000884,4021
E02000885,1459
E02000886,2868
E02000887,1775
E02000888,2959
E02000889,2758
E02000890,3438
E02000891,5885
E02000893,2246
E02000894,4883
E02006853,3011
E02006854,3252
E02000923,3757
E02000924,4181
E02000925,2455
E02000926,4340
E02000927,2951
E02000928,4653
E02000929,1940
E02000930,5608
E02000931,5024
E02000932,6367
E02000933,4463
E02000934,5132
E02000935,1310
E02000936,4587
E02000937,4070
E02000938,3156
E02000939,3997
E02000940,3095
E02000941,4626
E02000942,4686
E02000943,4755
E02000944,2232
E02000945,1709
E02000946,3474
E02000947,4478
E02000948,5743
E02000949,5286
E02000950,3095
E02000951,3380
E02000952,3016
E02000953,3345
E02000954,2614
E02000955,2066
E02000956,2625
E02000957,3965
E02000958,2735
E02000959,2226
E02000960,2855
E02000961,3706
E02000962,3788
E02000963,2291
E02000964,3891
E02000965,4223
E02000966,5064
E02000967,4023
E02000968,2983
E02000969,2184
E02000970,5027
E02000971,4241
E02000972,4178
E02000973,5162
E02000974,3731
E02000975,5119
E02000976,5206
E02000977,3579
E02000978,3924
E02000979,3726
E02000980,3716
E02000981,5028
E02000982,2960
E02000983,3341
E02000002,914
E02000003,1829
E02000004,891
E02000005,1119
E02000007,1129
E02000008,1401
E02000009,1240
E02000010,1091
E02000011,938
E02000012,1881
E02000013,1037
E02000014,1151
E02000015,1007
E02000016,2017
E02000017,1971
E02000018,1174
E02000019,1201
E02000020,1643
E02000021,1221
E02000022,1461
E02000023,1009
E02006799,1390
E02000024,3800
E02000025,2601
E02000026,2003
E02000027,2118
E02000028,2063
E02000029,2399
E02000030,2880
E02000031,2566
E02000032,2353
E02000033,2121
E02000034,2716
E02000035,3073
E02000036,2888
E02000037,2745
E02000038,3407
E02000039,2418
E02000040,2062
E02000041,2377
E02000042,3898
E02000043,3154
E02000044,1837
E02000045,3051
E02000046,2969
E02000047,2171
E02000048,3554
E02000049,1521
E02000050,3286
E02000051,3377
E02000052,4320
E02000053,2473
E02000054,2543
E02000055,3751
E02000056,4086
E02000057,2258
E02000058,4143
E02000059,2557
E02000060,3104
E02000061,3735
E02000062,1484
E02000063,1958
E02000064,1995
E02000065,1729
E02000066,1749
E02000067,1483
E02000068,1276
E02000069,1103
E02000070,1240
E02000071,1016
E02000072,1663
E02000073,1715
E02000074,943
E02000075,1330
E02000077,1140
E02000078,1284
E02000079,1637
E02000080,1484
E02000081,1209
E02000082,1458
E02000083,1448
E02000084,2102
E02000085,1079
E02000086,1235
E02000087,1857
E02000088,1372
E02000089,1464
E02000090,2015
E02000091,2217
E02000092,965
E02006785,933
E02000093,2721
E02000094,1912
E02000095,2650
E02000096,2754
E02000097,1929
E02000098,2320
E02000099,2418
E02000100,3046
E02000101,2354
E02000102,1225
E02000103,1805
E02000104,1937
E02000105,2527
E02000106,2018
E02000107,3565
E02000108,1669
E02000109,2688
E02000110,2795
E02000111,2403
E02000112,2229
E02000113,1307
E02000114,2936
E02000115,3682
E02000116,1726
E02000117,1805
E02000118,1832
E02000119,1180
E02000120,3870
E02000121,2123
E02000122,2858
E02000123,2823
E02000124,4221
E02000125,3639
E02000126,1652
E02000127,1356
E02000128,1842
E02000130,2670
E02000131,3137
E02000132,3221
E02000133,3638
E02000134,3554
E02000135,2015
E02000136,1227
E02000137,2755
E02000138,3207
E02000139,2436
E02000140,921
E02000141,1850
E02000142,2578
E02000144,3117
E02000145,1089
E02000146,2308
E02000147,2743
E02000148,1958
E02000149,1261
E02000150,2001
E02000151,2179
E02000152,1146
E02000153,1836
E02000154,2225
E02000155,1221
E02000156,3196
E02000157,2198
E02000158,1510
E02000159,1752
E02000160,1966
E02000161,2244
E02000162,1458
E02000163,2070
E02000165,1252
E02006782,1701
E02006787,2112
E02006789,1354
E02000194,3017
E02000195,2675
E02000196,1841
E02000197,2261
E02000198,1697
E02000199,1899
E02000200,2257
E02000201,1813
E02000202,1949
E02000203,1678
E02000204,2022
E02000206,1982
E02000207,1803
E02000208,2007
E02000209,1569
E02000210,2011
E02000211,1841
E02000212,1628
E02000213,2318
E02000214,1666
E02000215,3624
E02000216,3028
E02000217,2501
E02000218,1246
E02000219,2134
E02000220,3322
E02000221,2107
E02000222,2833
E02000223,717
E02000224,2305
E02000225,780
E02000226,2152
E02000227,2322
E02000228,2652
E02000229,522
E02000230,3343
E02000231,2683
E02000232,1331
E02000233,1652
E02000234,2167
E02000235,1973
E02000236,1926
E02000237,1682
E02006788,1385
E02000238,2012
E02000239,2412
E02000240,1795
E02000241,1613
E02000242,1578
E02000243,1977
E02000244,1904
E02000245,1378
E02000246,1305
E02000247,2014
E02000248,2613
E02000249,1682
E02000250,3050
E02000251,1659
E02000252,2857
E02000253,1930
E02000254,1773
E02000255,3411
E02000256,4251
E02000257,6630
E02000258,2176
E02000259,2072
E02000260,1841
E02000261,3333
E02000262,3076
E02000263,2026
E02000264,3534
E02000265,3912
E02000266,2215
E02000267,2324
E02000268,3934
E02000269,3802
E02000270,1997
E02000271,3347
E02000272,2644
E02000274,2069
E02000275,1566
E02000276,3028
E02006791,3096
E02000277,1087
E02000278,1128
E02000279,2069
E02000280,2037
E02000281,1638
E02000282,1084
E02000283,1186
E02000284,2416
E02000285,1507
E02000286,2704
E02000287,2075
E02000288,1692
E02000289,1855
E02000290,1023
E02000291,2275
E02000292,2042
E02000293,2032
E02000294,1343
E02000295,2609
E02000296,2888
E02000297,2575
E02000298,2889
E02000299,1394
E02000300,1392
E02000301,1429
E02000302,1967
E02000303,1181
E02000304,3073
E02000305,3121
E02000306,1245
E02000307,1789
E02000308,2270
E02000309,1647
E02000311,2106
E02000312,3553
E02006793,1306
E02000313,1248
E02000314,3310
E02000315,1503
E02000316,3525
E02000317,1613
E02000318,1963
E02000319,2646
E02000320,1273
E02000321,1366
E02000323,2203
E02000324,1677
E02000326,2506
E02000327,1215
E02000328,2984
E02000329,1216
E02000331,1999
E02000332,2111
E02000333,3211
E02000334,1513
E02000335,1463
E02000337,1334
E02000339,1774
E02000340,1555
E02000341,1067
E02000342,1077
E02000343,1216
E02000344,1268
E02006786,1272
E02006927,2435
E02006928,2619
E02006929,2828
E02006930,2946
E02006931,4184
E02000433,2564
E02000434,2866
E02000435,1998
E02000436,2106
E02000437,2243
E02000438,2230
E02000439,1969
E02000440,2734
E02000441,2181
E02000442,1959
E02000443,1998
E02000444,2200
E02000445,2482
E02000447,2240
E02000448,2750
E02000449,1740
E02000451,2446
E02000452,2812
E02000453,2730
E02000454,2605
E02000455,3276
E02000456,2397
E02000457,2035
E02000459,2225
E02000460,1415
E02000461,2638
E02000462,1577
E02000463,1635
E02006795,2282
E02006882,3885
E02000464,635
E02000465,846
E02000466,970
E02000467,970
E02000468,940
E02000469,737
E02000470,1487
E02000471,1184
E02000472,1320
E02000473,1635
E02000474,1221
E02000475,2038
E02000476,1836
E02000477,1746
E02000478,1427
E02000479,1634
E02000480,1609
E02000481,1223
E02000482,1537
E02000483,1169
E02000484,1250
E02000485,1499
E02000486,1158
E02000487,1867
E02000488,1088
E02000489,1146
E02000490,831
E02000491,991
E02000492,740
E02000493,764
E02000494,3025
E02000495,3149
E02000496,1493
E02000497,2349
E02000498,1478
E02000499,2305
E02000500,2463
E02000501,2051
E02000502,1932
E02000503,1969
E02000504,2144
E02000506,2361
E02000507,1533
E02000508,2282
E02000509,2603
E02000510,2031
E02000511,1559
E02000512,1400
E02000513,1423
E02000514,1740
E02000515,2159
E02000516,1710
E02000517,1289
E02000518,1305
E02000519,1430
E02000520,1953
E02000521,1563
E02000522,1620
E02000523,1791
E02000524,1331
E02000525,1639
E02006796,1774
E02000526,4125
E02000528,2952
E02000529,1908
E02000530,962
E02000531,3299
E02000532,3841
E02000533,3792
E02000534,2981
E02000535,2317
E02000536,2526
E02000537,3255
E02000538,1835
E02000539,3254
E02000540,2908
E02000541,2086
E02000542,2614
E02000543,3973
E02000544,2046
E02000545,2096
E02000546,2488
E02000547,1615
E02000548,1324
E02000549,1885
E02000550,2005
E02000551,1207
E02000552,1493
E02000553,1113
E02006792,4055
E02000598,2979
E02000599,2741
E02000600,3293
E02000601,4435
E02000602,3020
E02000603,2011
E02000604,3060
E02000605,2742
E02000606,4667
E02000607,2460
E02000608,3177
E02000609,2093
E02000610,3330
E02000611,2322
E02000612,2393
E02000613,2925
E02000614,1818
E02000615,1574
E02000616,1132
E02000617,1610
E02000689,3941
E02000690,2768
E02000691,3677
E02000692,4392
E02000693,3918
E02000694,4182
E02000695,2132
E02000696,2216
E02000697,4455
E02000698,3619
E02000699,3665
E02000700,2017
E02000701,1741
E02000702,1472
E02000703,3135
E02000704,2971
E02000705,1750
E02000706,1489
E02000707,1279
E02000708,2740
E02000709,2147
E02000710,1783
E02000711,1682
E02000712,1547
E02000713,1373
E02000751,3598
E02000752,968
E02000753,1063
E02000754,1664
E02000755,1121
E02000756,2547
E02000757,4360
E02000758,1280
E02000759,3445
E02000760,1404
E02000762,1773
E02000763,1631
E02000764,5026
E02000765,1761
E02000767,1956
E02000768,2165
E02000769,3063
E02000770,1861
E02000772,1959
E02000773,2312
E02000774,1680
E02000776,1782
E02000777,2054
E02000779,2175
E02000780,3488
E02000781,3094
E02000782,2183
E02000783,1473
E02006800,3111
E02006924,3781
E02006925,3521
E02000784,4712
E02000785,5276
E02000786,5044
E02000787,4751
E02000788,4095
E02000789,3155
E02000790,3154
E02000791,3461
E02000792,3688
E02000793,2379
E02000794,2838
E02000795,2913
E02000796,2454
E02000797,3559
E02000798,3710
E02000799,2746
E02000800,1619
E02000801,3072
E02000802,2758
E02000803,2754
E02000804,3285
E02000805,4359
E02000806,3802
E02000840,1071
E02000841,1183
E02000842,1440
E02000843,1671
E02000844,1223
E02000845,2252
E02000846,1474
E02000847,2076
E02000848,1360
E02000849,1682
E02000850,2054
E02000851,1990
E02000852,1885
E02000853,1721
E02000854,2077
E02000855,2254
E02000856,2270
E02000857,2959
E02000858,1152
E02000859,2182
E02000860,2419
E02000861,2683
E02000863,1699
E02006836,2998
E02000895,1311
E02000896,2271
E02000897,1357
E02000898,1405
E02000899,1315
E02000900,1282
E02000901,2283
E02000902,1539
E02000903,1512
E02000904,1844
E02000905,2402
E02000906,2369
E02000907,1972
E02000908,2768
E02000909,2744
E02000910,3267
E02000911,2917
E02000912,2032
E02000913,2302
E02000914,2195
E02000915,2899
E02000916,1959
E02000917,2457
E02000918,2722
E02000919,2523
E02000920,2238
E02000921,2390
E02000922,2639
E02003352,1672
E02003353,2739
E02003354,2895
E02003355,962
E02003356,1984
E02003357,1797
E02003358,1793
E02003359,1470
E02003360,1860
E02003361,1452
E02003362,1327
E02003363,2083
E02003364,1502
E02003365,1752
E02003366,1909
E02003491,1572
E02003492,1076
E02003493,2278
E02003494,2101
E02003495,1067
E02003496,1235
E02003497,2355
E02003498,1270
E02003499,896
E02003500,3094
E02003501,3394
E02003502,1323
E02003503,1616
E02003504,3601
E02003505,3241
E02003506,2341
E02003507,1690
E02003508,2881
E02003509,3541
E02003510,3687
E02003511,2303
E02003512,3391
E02003513,2172
E02003514,4289
E02003515,971
E02003516,3898
E02003517,4262
E02003518,3103
E02003519,4090
E02003520,2858
E02003521,3371
E02003522,2488
E02003523,2968
E02003581,1935
E02003582,1876
E02003583,1086
E02003584,1285
E02003585,1499
E02003586,1386
E02003587,1161
E02003588,1069
E02003589,1180
E02003590,1846
E02003591,1697
E02003592,2005
E02003593,1367
E02003594,1312
E02003595,1357
E02003596,1306
E02003597,1272
E02003598,1524
E02003314,743
E02003315,838
E02003316,1470
E02003317,931
E02003318,1058
E02003319,1106
E02003320,1750
E02003321,617
E02003322,819
E02003323,923
E02003324,1028
E02003325,1042
E02003326,990
E02003327,2012
E02003328,1451
E02003329,1040
E02003330,1236
E02003331,859
E02003332,1039
E02003333,787
E02003334,933
E02003335,755
E02003336,887
E02003337,1123
E02003338,978
E02003339,1091
E02003340,828
E02003341,949
E02003342,1085
E02003343,1259
E02003344,865
E02003345,1046
E02003346,924
E02003347,977
E02003348,1806
E02003349,1079
E02003350,936
E02003351,1015
E02003459,2804
E02003460,2624
E02003461,1413
E02003462,1907
E02003463,1598
E02003464,930
E02003465,1629
E02003466,1538
E02003467,1128
E02003468,1854
E02003469,1330
E02003470,473
E02003471,1174
E02003472,2249
E02003473,1461
E02003474,2311
E02003475,4308
E02003476,1171
E02003477,3098
E02003478,1862
E02003479,1486
E02003480,2061
E02003481,920
E02003482,1918
E02003483,2828
E02003484,1616
E02003485,934
E02003486,2206
E02003487,1072
E02003488,877
E02003489,1170
E02003490,641
E02003524,585
E02003525,616
E02003526,1814
E02003527,1078
E02003529,1520
E02003530,1163
E02003531,1385
E02003532,1361
E02003533,643
E02003534,1422
E02003535,1282
E02003536,624
E02003537,1726
E02003538,1608
E02003539,1522
E02003540,1756
E02003541,1714
E02003542,2213
E02003543,2199
E02003544,1587
E02003545,2412
E02003546,2286
E02003547,3294
E02003548,2274
E02006821,1546
E02003389,2207
E02003390,3155
E02003391,2881
E02003392,2698
E02003393,1867
E02003394,1144
E02003395,2556
E02003396,2481
E02003397,1140
E02003398,3343
E02003399,5067
E02003400,3040
E02003401,2631
E02003402,3739
E02003403,1579
E02003404,1766
E02003405,1480
E02003406,916
E02003407,1108
E02003408,1576
E02003409,2242
E02003410,1686
E02003411,1930
E02003412,1710
E02003413,2447
E02003414,2594
E02003415,2585
E02003416,2124
E02003417,2749
E02003418,1907
E02003419,1706
E02003420,1196
E02003549,2715
E02003550,1322
E02003551,1116
E02003552,621
E02003553,1481
E02003554,1969
E02003555,859
E02003556,951
E02003557,2752
E02003558,1251
E02003559,2719
E02003560,530
E02003561,1970
E02003562,2148
E02003563,1572
E02003564,1118
E02003565,1921
E02003566,756
E02003567,1121
E02003568,3283
E02003569,1862
E02003570,1615
E02003571,1809
E02003572,1264
E02003573,725
E02003574,1026
E02003575,524
E02003576,1219
E02003577,3077
E02003578,889
E02003579,1518
E02003580,442
E02003367,1808
E02003368,1324
E02003369,2289
E02003370,1880
E02003371,1155
E02003372,1583
E02003373,2527
E02003374,1140
E02003375,1381
E02003376,1352
E02003377,2886
E02003378,1967
E02003379,1415
E02003380,1443
E02003381,1743
E02003382,1333
E02003383,1612
E02003384,1966
E02003385,2050
E02003386,2061
E02003387,2803
E02003388,1688
E02003421,1652
E02003422,3982
E02003423,1215
E02003424,3289
E02003425,3412
E02003426,3302
E02003427,1784
E02003428,2192
E02003429,2404
E02003430,1949
E02003431,2040
E02003432,2651
E02003433,1388
E02003434,2160
E02003435,2633
E02003436,2324
E02003437,2536
E02003438,3587
E02003439,2048
E02003440,3277
E02003441,2247
E02003442,2174
E02003443,1103
E02003444,2646
E02003445,1913
E02003446,2905
E02003447,2682
E02003448,2246
E02003449,2480
E02003450,3482
E02003451,2424
E02003452,2300
E02003453,2395
E02003454,2750
E02003455,2034
E02003456,1835
E02003457,3556
E02003458,2687
E02003652,2308
E02003653,1697
E02003654,1604
E02003655,2594
E02003656,1627
E02003657,1830
E02003658,1951
E02003659,2253
E02003660,2794
E02003661,1524
E02003662,1285
E02003663,691
E02003664,892
E02003665,1195
E02003666,1627
E02003667,2258
E02003668,2331
E02003669,819
E02003670,2070
E02003671,939
E02003672,2881
E02003673,2721
E02003674,1802
E02003675,2598
E02003676,2734
E02003677,2153
E02003678,1637
E02003679,1587
E02003680,3298
E02003681,3908
E02003682,2720
E02003683,2192
E02003685,2801
E02003686,2388
E02003687,1891
E02006823,2870
E02003688,4574
E02003689,3371
E02003690,1483
E02003691,2204
E02003692,2292
E02003693,2019
E02003694,1686
E02003695,2348
E02003696,2248
E02003697,2115
E02003698,2560
E02003699,1371
E02003701,2585
E02003702,2792
E02003703,2486
E02003704,1782
E02003705,1601
E02003706,1388
E02003707,1301
E02003708,1433
E02003709,942
E02003710,2814
E02003711,2355
E02003712,1598
E02003713,1497
E02003714,1652
E02003715,2370
E02003716,1728
E02003717,2984
E02003718,1768
E02006824,2529
E02004356,794
E02004357,924
E02004358,847
E02004359,1302
E02004361,2075
E02004362,1473
E02004363,1885
E02004364,2332
E02004365,1265
E02004366,1935
E02004367,2394
E02006857,1405
E02006858,1563
E02004368,1489
E02004369,1872
E02004370,699
E02004371,941
E02004372,640
E02004373,1309
E02004374,1649
E02004375,1907
E02004376,1413
E02004377,1906
E02004378,1779
E02004379,2354
E02004380,3038
E02004381,3089
E02004382,1637
E02004383,2902
E02004384,1435
E02004385,1162
E02004386,1029
E02004387,802
E02004388,858
E02004389,2243
E02004390,1642
E02004391,1499
E02004392,2359
E02004393,1335
E02004394,2039
E02004395,1390
E02004396,2079
E02004397,2030
E02004398,1009
E02004399,1297
E02004400,2524
E02004401,1670
E02004402,1706
E02004403,2085
